name,address1,address2,address3,city,pincode,tel1,tel2,mobile
Nityanand Store,"Ambica Apartments,",Mulund East,,Mumbai,400081,25639827,,
Niyati Chemicals,"#98, Mansoor Building, Shop #39, 3rd Floor,","Shamaldas Gandhi Marg,",Kalbadevi,Mumbai,400002,55831757,56312996,9324252966
Niyati Chemist and General Stores,"New #7, Ground Floor,","Srikant Palekar Marg, Near Metro Adlabs,",Kalbadevi,Mumbai,400002,22068819,,
Nizami Medical & General Store,"#243, Guzaria Manzil, Shop #3,","Maulana Azad Road, Madanpura,",Mumbai Central,Mumbai,400008,23018127,,9820137458
Nm Medical Centre,"Corporate Building,","L B Shastri Marg,",Mulund West,Mumbai,400080,25900302,,
Nobal Chemist,"Kesar Building,","Near Charkop Market,",Kandivali West,Mumbai,400067,28688143,,
Nobal Chemist,"Sector 3, Charkop,","Near Bhagwati Hotel,",Kandivali West,Mumbai,400067,28609502,,
Nobal Chemist,"Miskita Chawl, Shop #85,","Old Police Station Line,",Vile Parle West,Mumbai,400056,26719077,,
Nobal Chemist,"Thawardas Bhuvan, Shop #3 & 4,","N.S. Road, Near Dhanvantry Hospital,",Mulund West,Mumbai,400080,25615657,65148382,
Nobal Chemist,"Misquitta Chawl, Old Police Station Road,","Opposite Kapol Bank,",Vile Parle West,Mumbai,400056,26230431,,
Nobal Chemist,"#123, Harkishandas Hospital Building,","Shop #5, New Charni Road, Near S.V.P. Road,",Girgaon,Mumbai,400004,23853130,23819226,
Nobal Chemist,"New Charni Road,","Near Harkisondas Hospital,",Khetwadi,Mumbai,400004,23853130,,
Noble Medical & General Store,"#110, Shop #2, Saifee Jubilee Street,","Next to Qutbi Masjid,",Mandvi,Mumbai,400003,23412358,,9820756652
Noble Medical & General Stores,"Shiv Shankar Chawl,","Vikhroli Station Road,",Tagore Nagar,Mumbai,400083,25742421,,
Noble Medical Day & Night,Borivali West,,,Mumbai,400092,28932802,,
Noble Medical Stores,"#50, Laxman Zulla Building,","Rande Road, Dadar,",Bhavani Shankar Road,Mumbai,400028,24308166,,
Noble Medicals,"New #4, Nav Meena Apartments,","Mamlatderwadi Road, Opposite Abhijeet Hospital,",Malad West,Mumbai,400064,28446001,,
Noble Medicals,"BCJ General Hospital,","Swami Vivekanand Road,",Santa Cruz West,Mumbai,400054,26001570,,
Noble Medico,"Shiv Tirth Building, Shimpoli Road,","Opposite Suvarna Hospital,",Borivali West,Mumbai,400092,28999125,,
Noor Gandhi,"#17/176, Shop #2,","Sayed Wadi, Pipe Road,",Kurla West,Mumbai,400070,26542956,65595164,9867965165
Noor Medical & General Stores,"Dalal House, Shop #42, Ground Floor,","N.L. Road, Near Nandi Galli,",Bandra West,Mumbai,400050,26415101,26550338,
Noor Medical & General Stores,"#1/3, Mominpura,","Opposite Barkat Restaurant,",Jacob Circle,Mumbai,400011,23008799,,
Novelty Medical & General Store,"Anupam Chambers,","Anupam Chambers Road,",Kandivali West,Mumbai,400067,29675555,,
Nutan Medical and General Store,"New #390, Laxmi Niwas,","N.M. Joshi Marg, Lower Parel, Near Post Office,",Jacob Circle,Mumbai,400011,23077375,,
Nymph Laboratories,"Tokersi Jivraj Wadi,","Sector 18,",Delisle Road,Mumbai,400013,24937501,,
Oasis Medical,"Reena Complex,",Ghatkopar West,,Mumbai,400086,24501007,,
Obaid Medical,"NULL,","Opposite Malika Hospital,",Jogeshwari East,Mumbai,400060,26769507,,
Office Of The Medical Officer,"Mahendra Indust,","Shop #29, Sion Road,",Sion,Mumbai,400022,24074873,,
Ojus Medical Institute,"New #3, Amber Apartment,","10th Road, Juhu Tara Road,",Juhu,Mumbai,400049,20593134,26149777,
Om Ayurvedic,"Lal Bahadur Shastri Marg,","Opposite Buddh Mandir,",Ghatkopar West,Mumbai,400086,25107065,,
Om Chemists & Stores,"Parimal Premises,","17Th Road,",Khar,Mumbai,400052,26494301,,
Om Medical and General Stores,"New #3, Santoshi Bhuvan,","Shree Nagar, Near Wagle Estate,",Wagle,Mumbai,400604,25802637,,
Om Medical and General Stores,"Ambedkar Nagar No. 2, Sion Panvel Highway Road,","Near RK Studio,",Shivaji Nagar,Mumbai,400043,25558781,,
Om Medical and General Stores,"New #4, Dinanath Terrace,","Shop #189, L.J. Road, Near Shivaji Park,",Mahim,Mumbai,400016,24211249,,
Om Medical and General Stores,"New #62, Shop #1,","Veer Savarkar Nagar, Opposite Bus Stop,",J.K. Gram,Mumbai,400606,25804221,,
Om Medicals & Safe Cargo Service,"Shiravene, Shop #6/296,","Opposite Deepika Bar, ",Nerul,Mumbai,400706,39582638,,9867206961
Om Sai,"Dahisar Darshan, Shop #3,","C.H.S. Maratha Colong Road,",Dahisar,Mumbai,400068,28280355,,
Om Sai Medical General Store,"Vishnu Nagar Society,","L.U. Gadkari Marg,",R.C.F. Chembur,Mumbai,400074,25544719,,
Om Sai Medico,"#129/131, Opp. Datta Mandir,","Dr. B.J. Marg, Thakurdwar Road,",Kalbadevi,Mumbai,400002,22082344,,
Omair Medical and General Stores,"New #2, Rippon Apartments,","Near Muncipal Hospital,",Jogeshwari West,Mumbai,400102,26789855,,
Omakar Medical & General Store,"Shop #9,",Bhandup West,,Mumbai,400078,69560449,25963833,
Omkar Chemist,"Nand Dham Chambers,","L.T. Road, Near Deepak Veg. Restaurant,",Borivali West,Mumbai,400092,28917121,,
Omkar Medical and General Stores,"New #123, Vartak Nagar,","Near Laxmi Market,",J.K. Gram,Mumbai,400606,25399394,,
Omkar Medical Store,"Shelye, Dr. D'silva Road,","Opposite Dadar Railway Station West,",Bhavani Shankar Road,Mumbai,400028,24322929,,
Omkar Medical Stores,"Ahmed Oomer Building,","Senapati Bapat Marg,",Bhavani Shankar Road,Mumbai,400028,24312929,24339089,
On Course Pharma,"Ghadiali Chawl, Shop #3,","Jarbai Wadia Road, Opp. Tata OPD,",Parel,Mumbai,400012,24185210,24118650,9892119355
On Drug Corner,"Parshva Nagar,","Near Jain Mandir,",Bhayander West,Mumbai,401101,28141016,,
Oriental Pharmacy,"Bismilla Building,","Senapati Bapat Road,",Bhavani Shankar Road,Mumbai,400028,24222456,,
Oswal Chemist,"Dawri Colony, Golibar Road, Jawahar Nagar, Khar (East)","Opposite Ambewadi Police Chowki,",Santa Cruz East,Mumbai,400055,26470886,,
P H Medical Centre,"Sai Rachana,","Juhu Tara Road,",Santa Cruz West,Mumbai,400054,26460835,,
P.D. Doshi & Company,"#14, Shop #8,","Babu Genu Road, Princess Street,",Kalbadevi,Mumbai,400002,22060135,22017894,
P.D. Doshi Pharmaceutical Distributors,"Ashokraj, Shop #23/24/25,","S.V. Road,",Goregaon West,Mumbai,400062,56949168,28737473,
P.K. Lakshman,"#89,","S. Gandhi Marg, Princess Street,",Kalbadevi,Mumbai,400002,22082678,,
Pacific Medical,"Jivan Sahakar Building,","Phirozeshah Mehta Road,",Mumbai G.P.O.,Mumbai,400001,22644192,,
Pali Chemist,"Pali Market,",Bandra West,,Mumbai,400050,26511772,,
Pallavi Medicine Centre,"#7, Hari Niwas,","L.J. Road, Shivaji Park,",Bhavani Shankar Road,Mumbai,400028,24453037,,9821137389
Panacea Chemists,"Colaba Road,",Colaba,,Mumbai,400005,22834399,,
Pancharatna Medical and General Stores,"#396, Soorji Vallabhadas Building,","Ganpat Rao Kadam Marg, Worli Naka,",Worli,Mumbai,400018,24937015,,
Panchratna Medical and General Stores,"New #8, Brindavan Building,","Evershine Nagar, Near Sangeetha Hospital,",Malad West,Mumbai,400064,28806207,28888232,
Panveli Medical and General Stores,"New #8, Rizvi Nagar, S.V. Road,","Near Milan Junction,",Near Milan Junction,Mumbai,400054,26153478,26174548,
Paradise Drug House,"#39, Jay Mahal Estate, Lohar Chawl,","Shop #11, 3rd Floor, Kitchen Garden Lane, Princess Street,",Kalbadevi,Mumbai,400002,22066596,,
Paradise Medical,"Swahany Niwas, Shop #3,","3rd Road, Khar (W),",Khar,Mumbai,400052,26004385,26491940,9322214327
Parag Medical,"Jaydeep Park A,","Near Fatima Church,",Thane H.O,Mumbai,400601,25383456,,
Parameshwar Medical General Store,"New #1, More Chawl, Kajupada,","Near Badrinath Temple,",Borivali East,Mumbai,400066,28971550,,
Paras Chemists,"#175,","Walkeshwar Road,",Malabar Hill,Mumbai,400006,23686489,,
Paras Medical,"#35, Four Banglow, Shop #D-2,","S.V. Patel Nagar, Mhada, Andheri (West),",Azad Nagar,Mumbai,400053,26338948,,
Paras Medical & General Stores,"R K Wadi,","Girgaon Post Office Road,",Khetwadi,Mumbai,400004,23819298,,
Paras Medical & General Stores,"#114-B, R.K. Wadi, Shop #3,","V.P. Road, Opposite Girgaum Post Office,",Girgaon,Mumbai,400004,23810299,,
Paras Medical & Genral Store,"Shailesh Niwas,","Daftary Road,",Malad East,Mumbai,400097,28802926,,
Paras Medical Agency,"Nirmal House, Shop #1,","Tembi Naka, Opposite Jain Mandir Road,",Deonar,Mumbai,400088,25346326,25446373,
Paras Medico,"Modi Apartment, Shop #4,","L.T. Road, Opposite Railway Crossing,",Andheri West,Mumbai,400058,28921221,,9819365300
Paras Medico,"#2, Sainath View Copary Colony,","Near Kopari Colony,",Kopri Colony,Mumbai,400603,25323267,,
Parel Chemists,"Opposite Wadia Maternity Hospital,",Parel,,Mumbai,400012,24131299,24129751,
Parel Chemists,"Chatrapati Shivaji,","Chatrapati Shivaji Road,",Kalwa,Mumbai,400605,25415347,,
Paresh Shah,"#165, Lohar Chawl, 1st Floor,","Amrut Niwas, Princess Street,",Kalbadevi,Mumbai,400002,22012396,,9820326941
Parikh & Co.,"Parikh House,","M. Parmanand Marg,",Girgaon,Mumbai,400004,23692831,,
Parikh Brothers,"#2,","Opposite Dominos Pizza,",Rajawadi,Mumbai,400077,25110011,,
Park Medical Stores,"#28/29,","Near Raja Rani Travels,",Mahim,Mumbai,400016,24369010,,
Parkway Chemist,"Koyna Palace, Shop #10,","Shantivan,  ",Borivali East,Mumbai,400066,28972569,,9869403884
Parmar Medico,"#213/215, Moga Nivas,","Babasaheb Jaykar Marg, Thakurdwar,",Kalbadevi,Mumbai,400002,22087365,,
Parshw Chemist,"Satellite Society,","Sahar Road,",Sahar,Mumbai,400099,28261273,,
Parsi homoeopathic Pharmacy Limited,"L.D. Chawl,","Dr. B. Ambedkar Road,",Dadar East,Mumbai,400014,24112706,,
Parul Medicos,"Rajdeep Apartments, Shop #1,","Mamlatdar Wadi, Near Gariba Hospital,",Malad West,Mumbai,400064,28823210,28442866,
Parveen Medical & General Stores,"#151, Princess Building,","Opposite J.J. Hospital,",Mandvi,Mumbai,400003,23775219,,
Patahwala Medical Stores,"New #49, Sarang Street,","Near Federal Bank,",Mandvi,Mumbai,400003,23441795,,
Patel Chemist,"Gokul Accord, Thakur Complex,","Shop #7,",Kandivali East,Mumbai,400101,28549921,28541610,
Patel Chemist & Genrel Stores,"Kuber Appartment,","Nhava Road,",Panvel,Mumbai,410206,27480440,,
Patel Chemist And General Stores,"#297, United Family Welfare Trust Building,","Shop #2, Bellasis Road, Opposite S.T. Bus Depot,",Mumbai Central,Mumbai,400008,23095120,,
Patel Chemist and General Stores,"New #C/236,","Mukund Nagar, Dharavi Main Road, Near Dharavi Hospital,",Dharavi,Mumbai,400017,24039391,24086169,
Patel Medical & General Stores,"Irani Chwl,","Gokhale Road,",Bhavani Shankar Road,Mumbai,400028,24222689,,
Patel Medical and General Stores,"New #4, Guru Arjun Apartment, Shop #53,","S.V. Road, Near Sacred Heart Church,",Santa Cruz West,Mumbai,400054,26490028,,
Patil Medical,"#585, Sahakar House,","Shop #3, Station Road,",Kurla West,Mumbai,400070,26503466,,
Patil Medical & General Stores,"#C-22, Shop #6,","Shanti Nagar,",Mira Road,Mumbai,401107,69900392,,
Patsons Chemists & General Store,"Happy Dream Premises,","33Rd Road,",Bandra West,Mumbai,400050,26002549,,
Pawan Medical And General Stores,"Surusha Apartment, Shop #10,","V.N. Purav Marg, Chunabhatti,",Sion,Mumbai,400022,24050039,,
People S Medical Relief,"Hyaya Murthy,","Patkar Marg,",Grant Road,Mumbai,400007,23630357,,
Perfect Pharmaceutical Distributors,"Shivkrupa Building, Ground Floor,","NULL, Behind Charai Naka, Opposite Bhatia Compound,",Thane H.O.,Mumbai,400601,25361243,25416433,
Perry & Co.,"Pannalal Terrace,","Dr. Dada Saheb Bhadkamkar Marg,",Grant Road,Mumbai,400007,23072383,,
Peter Ceremics,"Hotel Evergreen,","Kashi Kunj, 3rd Road, Khar (W),",Khar,Mumbai,400052,26056567,,
Phalke Medical Store,"Maker Arcade,","Colaba Road,",Colaba,Mumbai,400005,22154626,,
Pharma India Private Limited,"Parmeshwar Niketan, Shop #5,","Rajawadi, Road No. 7,",Ghatkopar East,Mumbai,400077,39403302,,9324260904
Pharsi Homeopathic Pharmacy,"#256-A, Wadia Building,","S. Gandhi Marg, Near Highland Church,",Kalbadevi,Mumbai,400002,22084884,22095504,
Phoenix Chemists and Druggist,"M.G. Road,","Near State Bank of Saurashtra,",Naupada,Mumbai,400602,25331057,,
Pick Up Medical Shop,"#85-86,","I.M. Merchant Road,",Chakala,Mumbai,400093,23456332,,
Pilot Watch Company,"Bandookwala Building. J.J. Hospital,","Shop #3,",Chinch Bunder,Mumbai,400009,23756850,23730121,9820472862
Pioneer Scientific and Chemical Company,"#133/12, Shop #RM-12, 2nd Floor,","Princess Road,",Kalbadevi,Mumbai,400002,22080065,22084230,9867248156
Pooja Medical & General Store,"Mahul Road, Chembur,","Near Shankar Temple,",R.C.F. Chembur,Mumbai,400074,25540426,,
Pooja Medical & General Stores,"Nagvekar Apartment, Shop #1,","Akruli Road,",Kandivali East,Mumbai,400101,25885533,28463303,
Pooja Medical and General Stores,"New #2, Keni House, Shop #124,","Worli Village, Near Police Station,",Prabhadevi,Mumbai,400025,24309475,,
Poonam,"Shop #2, Ground Floor, N.S. Road,","Near Arunodaywer,",Bhandup West,Mumbai,400078,25944967,,9221474100
Poonam Medical and General Stores,"New #12, Akshya Plaza Building,","Station Avenue Road, Near Tanvi Hospital,",Chembur,Mumbai,400071,25288599,,
Poonam Medical Store,"New #3A, Panch Dham,","C.S. Road, Anand Nagar, Near Suchak Hospital,",Dahisar,Mumbai,400068,28482804,,
Poonam Sagar,"#C/22, Poonam Sagar Complex,","Shop #9, Opposite Sector-9,",Mira,Mumbai,401104,28550153,,
Popular Chemist And Druggists,"Shop #3,","Fairlawn,",Chembur,Mumbai,400071,25200226,32960922,
Popular Chemists,"New #11/362,","Near Maharashtreshwari Udyan,",Matunga,Mumbai,400019,24114573,,
Popular Drug Agencies,"Chandra Bhavan,","Old Hanuman Lane, D.P. Road, Near Zaveri Bazaar,",Kalbadevi,Mumbai,400002,22403329,,
Popular Drug House,"Shop #4,","Opposite Sai Nagar,",Kandivali West,Mumbai,400067,28012178,,
Popular Medical and General Stores,"New #35-36A, Patel Building, Station Road,","Near Sanpada Railway Station,",Jogeshwari West,Mumbai,400102,26798094,,
Popular Medical Stores,"Dr. C. Gidwani Road, Chembur Colony,",R.C.F. Chembur,,Mumbai,400074,36927153,,9892185089
Popular Pharmacy,"Chhatrapati Shivaji Shopping Centre,","Shop #12, M.G. Road,",Mulund West,Mumbai,400080,25909373,39638410,
Porwal Medical and General Store,"New #1, Mint Road,","Opposite GPO,",Mumbai G.P.O.,Mumbai,400001,22619293,,
Prabhat Chemist,"Pokharan Road No. 1, Khopat,",Naupada,,Mumbai,400602,25479016,,
Prabhat Medical & General Stores,"Shantidwar, Shantivan Complex,","Shop #A-6, Near ICICI ATM,",Borivali East,Mumbai,400066,28966840,,9867404025
Prabhat Medical & General Stores,"Yallawa Smruti Building,","Sahar Road,",Sahar,Mumbai,400099,28320004,,
Prabhat Medical Stores,"Mangal Prabha, Shop #3,","Prabhat Colony,",Santa Cruz East,Mumbai,400055,26152574,,
Prabhat Medical Stores,"Jeevan Parag, Shop #127,","Prabhat Colony Road,",Santa Cruz East,Mumbai,400055,26101346,,
Prabhat Medicals,"S.G. Barve Marg,","Kurla (E),",Nehru Nagar,Mumbai,400024,25243352,,
Pradeep Medical & General Stores,"Hanuman Chawl, Shop #5-A
,","Katrak Road, Near: Hanuman Mandir,",Wadala,Mumbai,400031,24109529,24186077,
Praful Medical Centre,"Station Road,  ",Goregaon West,,Mumbai,400062,28774852,,
Pragati Chemist,"Kanaya Chawl,","Shop #60/61, Aarey Road,",Goregaon East,Mumbai,400063,26863582,,
Pragati Homeopathic Pharmacy,"Laram Centre, Shop #B-129,","M.A. Road, Opposite Andheri Railway Station,",Andheri West,Mumbai,400059,26707578,26250870,
Praful Medical Centre,"Station Road,  ",Goregaon West,,Mumbai,400062,28774852,,
Pragati Chemist,"Kanaya Chawl,","Shop #60/61, Aarey Road,",Goregaon East,Mumbai,400063,26863582,,
Pragati Homeopathic Pharmacy,"Laram Centre, Shop #B-129,","M.A. Road, Opposite Andheri Railway Station,",Andheri West,Mumbai,400059,26707578,26250870,
Pragati Homeopathic Pharmacy,"Laram Centre, ","M. Amarshi Road, Near Samartha Mandir,",Andheri West,Mumbai,400058,26250870,,
Pragati Medicals,"New #A1/1/6, Sector-2, Belapur CBD,","Near Rajiv Gandhi Medical College,",Kokan Bhavan,Mumbai,400614,27570717,,
Prakash Chemist,"V.B. Phadke Marg,","Near Police Chowki,",Bandra East,Mumbai,400051,26471052,,
Prakash Chemist,"Tivoli Terrace, Shop #4,","Natwar Nagar, Road No. 5, Near Mallika Hospital,",Jogeshwari East,Mumbai,400060,28225729,,
Prakash Medical And General Stores,"Dr. C.G. Road, Chembur Colony,","Near Netaji Market,",R.C.F. Chembur,Mumbai,400074,25206301,,
Prakash Medical General Stores,"Majiwada Naka,","Opposite Universal Petrol Pump,",Thane H.O.,Mumbai,400601,25449111,,
Prakash Medicals,"Majiwada, Ghodbunder Road,","Near Lawkim Company,",Sandoz Baug,Mumbai,400607,25449111,,
Prakash Medicines,"Mayuri Darshan,","Shivaji Nagar, Near Ashirwad Hospital,",Wagle,Mumbai,400604,25822782,,
Prakesh Medical,"Imperial Mahal,","Kjpdadad Circle, Dadar T.T,",Dadar East,Mumbai,400014,24124879,,9819188331
Pramanik Medicals,"New #21/6, Kailash Kiran,","Tilak Road, Near Gurukul Vocational College,",Rajawadi,Mumbai,400077,25106270,,
Pramukh Ayurved Bhandar,"Akuril Road,","Near Municipal School,",Kandivali East,Mumbai,400101,28461224,,
Prarthana Medical and General Stores,"Ramakrishna Niwas, Shop #4,","Prarthana Samaj Road, Near Sagar Shopping Complex,",Vile Parle East,Mumbai,400057,26151145,,
Prasad Medical & General Store,"Shop #2, Ground Floor, ","Ganga Niwas, Near Khandoba Mandir,",Malabar Hill,Mumbai,400006,23686647,23686643,9821009446
Prashant Medical Store,"Pannalal Nagar,","Near Vithal Mandir,",Borivali East,Mumbai,400066,28918299,,
Pratap Medical Stores,"#5, Shop #7,","N.G. Park, Rawal Pada, Dahisar (East),",Dahisar,Mumbai,400068,32923454,,
Prathamesh Medical & General Store,"Sanskruti Chambers,","Charkop Road,",Kandivali West,Mumbai,400067,28681420,,
Pratik Medical Stores,"#6, Ground Floor, Near Shivaji Chwok,","Kurla Industrial Estate, Nari Seva Sadan Road,",Andheri East,Mumbai,400069,26842988,,
Praveena Medical & General Store,"Navrangwadi,","Ashok Chakravarty Road,",Kandivali West,Mumbai,400067,28870419,,
Pravin Chemist,"Shop #1,","Pipe Line, Gaodevi Road,",Ghatkopar West,Mumbai,400086,25135128,,
Precision Medical Devices,"Suryodaya Estate,","M Malviya Marg,",Tulsiwadi,Mumbai,400034,23526921,,
Preeti Medical Stores,"Harharwala Building,","Shop #1/13, Lalbaug,",Parel,Mumbai,400012,24706281,,
Prem Medicals,"Shakti Raj Co-Operative Building, Shop #2,","Pali Road, Bandra (West), Opposite Memon Co-Operative Bank Limited,",Bandra West,Mumbai,400050,26516791,56915303,
Premier Provision & Medicines Stores,"Lehri Manzil,","Mandvi Road,",Mandvi Road,Mumbai,400003,23462336,,
Premji Vishram & Company,"#32, Devkaran Mansion,","Vithaldas Lane,",Kalbadevi,Mumbai,400002,22013644,22061487,
President Chemist,"Sant Nivruti Building,","Peru Baug, Aarey Road,",Goregaon East,Mumbai,400063,26864502,26861096,
Prince Medical & General Stores,"Mahadeo Tower, Hari Niwas,","Shop #5, Agra Road,",Thane H.O.,Mumbai,400601,25364384,25379577,
Prinz Medical,"Krishnachandra Marg,",Bandra West,,Mumbai,400050,26426739,,
Priti Medical and General Stores,"New #4, Kanchan Building,","M.G. Road, Near Shaan Talkies,",Vile Parle East,Mumbai,400057,26114804,26118951,
Priya Medical and General Stores,"New #D1, Kalyani Co-operative Housing Society,","60 Feet Road, Near MI Camp,",Matunga,Mumbai,400019,24099977,,
Priya Medical and General Stores,"New #1/D, Indira Nagar Co-operative Housing,","Shop #13, Sion Koliwada, Near Gandhi Bazar,",Antop Hill,Mumbai,400037,24014266,24029154,
Priya Medical and General Stores,"Satyanand Building, Shop #5,","Almeida Road, Panch Pakhadi,",Thane H.O.,Mumbai,400601,25395686,,
Puri Pharmacy,"S. Gandhi Marg,","Near Highland Church,",Kalbadevi,Mumbai,400002,22062364,,
Purohit Medical Centre,"Mangal Kunj,","S V Road,",Borivali West,Mumbai,400092,28336368,,
Pyramid Chemist,"#444, Dadia Mansion, Shop #25,","Old Prabhadevi Road,",Prabhadevi,Mumbai,400025,24221080,,
Queen's Chemists,"Ghaswala Estate, Arthur Road,","Near Lajpatrai Udyan,",Tulsiwadi,Mumbai,400034,22811031,,
Quershi Medical and General Stores,"New #954, Gate No. 5,","Near B.M.C. Colony,",Kharodi,Mumbai,400095,28804893,,
